Number,Posted by,Photo credit,Source,Season,Year,Time,Country,Province/Region,Place,Falls under,Comment on area/Location,Classified area,Due to fenceless border I put them under,Alive/dead,Area,Movement,Sex,Human presence,link
627,gaza_untamed,Gareth Carter,Instagram,Summer,4/12/2016,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,curled,,,https://www.instagram.com/p/BNl1U2-F5Qy/
628,jess_lundi,Jess Lund,Instagram,Spring,1/9/2017,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,walking,,,https://www.instagram.com/p/BYfILC5no2M/
629,dmw0529,Debbie Warren,Instagram,Summer,17/2/2018,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,walking,,,https://www.instagram.com/p/BfTJ97yH44X/
630,marelize_conradie,Marelize Conradie,Instagram,Summer,17/1/2016,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,walking,,,https://www.instagram.com/p/BApgtnnkaOM/
631,safari_index,,Instagram,Winter,4/7/2017,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,walking,,,https://www.instagram.com/p/BWHznDLgg44/
632,opulentafrica,M Biss,Instagram,Summer,21/2/2018,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,walking,,,https://www.instagram.com/p/BfeC72KhxnO/
633,ishetasalgaocar,Isheta,Instagram,Autumn,10/3/2018,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,lying on the ground,,,https://www.instagram.com/p/BgIsHG3AcOe/
634,safaritails,Karin Wernstrom Glatthaar,Instagram,Autumn,18/3/2018,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,curled due to human close to it,,yes,https://www.instagram.com/p/BgdumHyFbzX/
635,pollyjanepp,Polly Jane,Instagram,Autumn,7/5/2018,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,digging and feeding,,,https://www.instagram.com/p/BifN6VOF0jP/
636,pilot_mort,Morten,Instagram,Autumn,15/5/2018,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,lying on the ground,female,,https://www.instagram.com/p/Biz_MaOgD7A/
637,safari_design,,Instagram,Autumn,19/5/2018,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,walking,,,https://www.instagram.com/p/Bi-QxKEFVo9/
638,safari_design,Lotty H,Instagram,Winter,6/6/2018,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,walking,,,https://www.instagram.com/p/BjsHrCol4Hr/
639,brendon_white_,Brendon White,Instagram,Winter,23/6/2018,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,curled,,,https://www.instagram.com/p/BkXZGCxHCvE/
640,miramemarita,Marita Aarnio,Instagram,Spring,1/10/2018,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,walking,,,https://www.instagram.com/p/BoZ6cZYHRQI/
641,emmakandelaars,Emma Kandelaars,Instagram,Spring,21/11/2018,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,walking,,,https://www.instagram.com/p/Bqcd0eMAIFX/
642,farouk_rhodesian_ridgeback,Farouk,Instagram,Summer,25/2/2018,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,walking,,,https://www.instagram.com/p/Bfm7hzxFAvSlYA-Eim87ONHtlpnUbTV9D1fEH40/
643,klsmith1958,Kerrie Smith,Instagram,Spring,29/9/2016,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,paused and tongue out,,,https://www.instagram.com/p/BK82eC-hqFV/
644,mariekespence,Marieke Spence,Instagram,Spring,4/9/2017,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,walking,,yes,https://www.instagram.com/p/BYoOdm2Dc3V/
645,tswalu,Sam,Instagram,Winter,6/7/2017,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,curled,,,https://www.instagram.com/p/BWN2rYenf_L/
646,an1071,Antina,Instagram,Winter,23/8/2016,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,walking,,,https://www.instagram.com/p/BJcRwU4DwrH/?igshid=1j38bxhdmm0ln
647,allison_constantine_cary,Allison,Instagram,Autumn,13/5/2016,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,lying under a bush,,,https://www.instagram.com/p/BFWxGuljKDI/
648,fabgza,Fabiola Garza,Instagram,Winter,25/6/2015,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,lying on the grasses,,,https://www.instagram.com/p/4XE3oPPi5w/
649,frontiersej,Kathy Schulz,Instagram,Summer,21/12/2016,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,walking,,,https://www.instagram.com/p/BOSy4xbAlXK/?igshid=scndx8h7jmdy
650,wes.hattingh,Wesley Hattingh,Instagram,Spring,3/11/2017,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,walking,,,https://www.instagram.com/p/BbBpy7ohwpg/?igshid=2bmcuxughucl
651,trevor_kleyn,Trevor Kleyn,Instagram,Winter,21/7/2016,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,walking,,,https://www.instagram.com/p/BIHGWb7Dn3x/?igshid=uxggtfclbdb9
652,trevor_kleyn,Trevor Kleyn,Instagram,Winter,4/6/2016,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,vegetation,walking,,,https://www.instagram.com/p/BGPcM8IAt3I/?igshid=16j27u8kfip1k
653,twobitgator,Mark Hodgson,Instagram,Spring,8/10/2017,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,curled,,,https://www.instagram.com/p/BZ_TTZentF9/?igshid=x5u0puuow1s7
654,craigglatthaar,Craig Glatthaar,Instagram,Summer,27/12/2018,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,curled due to human close to it,,yes,https://www.instagram.com/p/Br4wtImn0WP/?igshid=txqek05yoiho
655,Nik Barratt Wildlife Photography,Nik Barratt,Instagram,Winter,3/8/2015,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,walking,,,https://web.facebook.com/photo?fbid=10153441976745259&set=a.10151777864135259
656,Africa Revealed,Byron Serrao,Facebook,Autumn,22/5/2018,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,walking,,,https://web.facebook.com/photo?fbid=1643509332436069&set=a.978979965555679
657,Africa Revealed,Byron Serrao,Facebook,Summer,27/1/2016,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,walking,,,https://web.facebook.com/photo?fbid=883618368425173&set=a.814206202033057
658,Rebecca Hart Media,Rebecca,Facebook,Autumn,20/5/2013,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,curled,,,https://web.facebook.com/photo?fbid=374789622640707&set=a.374789282640741
659,John Starr images,John,Facebook,Spring,29/9/2016,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,walking ,,,https://web.facebook.com/photo?fbid=797459240356562&set=a.797459073689912
660,Cathryn Gabor,caz.travel,Facebook,Summer,23/2/2018,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,walking,,,https://web.facebook.com/photo.php?fbid=10155492620728719&set=pb.662883718.-2207520000..&type=3
661,PAW Safaris,,Facebook,Winter,18/7/2017,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,walking,,,https://web.facebook.com/photo?fbid=1104863846312080&set=a.441235769341561
662,Brett Horley Safaris,Brett,Facebook,Spring,25/11/2015,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,walking,,,https://web.facebook.com/photo?fbid=899860863454159&set=a.353036804803237
663,Brett Horley Safaris,Brett,Facebook,Autumn,24/3/2013,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,curled,,,https://web.facebook.com/photo?fbid=394015074038743&set=a.353036804803237
664,Phil Judd Photography,Phill Judd,Facebook,Summer,22/1/2017,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,foraging and digging,,,https://web.facebook.com/photo?fbid=1686236611668051&set=a.1424799007811814
665,Epic Pribate Journeys,Rob,Facebook,Winter,5/6/2018,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,curled,,,https://web.facebook.com/photo?fbid=10155345103472097&set=a.160509402096
666,stevemlake,Steven Lake,Instagram,Spring,30/9/2019,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,walking,,,https://www.instagram.com/p/B3B0BPGp7_INCuXQJCOaV7GoA-7nAJ4DkLVkUY0/
667,Sam Wallace,Sam Wallace,Facebook,Spring,4/10/2017,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,walking,,,https://web.facebook.com/photo.php?fbid=10155858668594571&set=pb.710434570.-2207520000..&type=3
668,Justin Fox,Justin Fox,Facebook,Spring,28/9/2018,evening,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand,walking,,,https://web.facebook.com/photo.php?fbid=10156339135870081&set=pb.514575080.-2207520000..&type=3
669,Cameron Pearce Safari Guide,Cameron Pearce,Facebook,Spring,12/10/2014,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,kalahari sand dunes,curled,,,https://web.facebook.com/photo?fbid=715369691880655&set=a.400495930034701
670,Cameron Pearce Safari Guide,Cameron Pearce,Facebook,Summer,5/2/2013,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,walking,,,https://web.facebook.com/photo?fbid=412043058879988&set=a.400495930034701
671,Cameron Pearce Safari Guide,Cameron Pearce,Facebook,Autumn,2/5/2013,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,ground surface,walking tougue out,,,https://web.facebook.com/photo?fbid=449415325142761&set=a.400495930034701
672,Cameron Pearce Safari Guide,Cameron Pearce,Facebook,Spring,4/11/2013,daylight,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,walking,,,https://web.facebook.com/photo?fbid=537105506373742&set=a.400495930034701
673,Glenn Stokes,Glenn Stokes,Facebook,Winter,13/7/2016,afternoon,South Africa,Northern Cape,Tswalu Kalahari Reserve,,,Tswalu Kalahari Reserve,,alive,grasses,lying on the ground,,,https://web.facebook.com/photo.php?fbid=10100721560164946&set=pb.50506002.-2207520000..&type=3
674,robin.hurt.namibia,Pauline Hurt,Instagram,Autumn,10/4/2019,daylight,Namibia,,,,,,,alive,rocky ground,walking,,,https://www.instagram.com/p/BwFDIzMn4_5/?igshid=17s7idogd1xs7
675,Kgalagadi Sightings,Cecile Ritz,Facebook,Summer,23/12/2018,afternoon,Namibia,,Kgalagadi,,,Kgalagadi Transfrontier Park,,alive,crossing the road,walking,,,https://web.facebook.com/groups/354680744597443/?post_id=2109501189115381
676,Francois du Plessis,Francois du Plessis,Facebook,Winter,3/7/2017,afternoon,Namibia,,Near Leonardville,,,,,alive,grasses,walking,male,,https://www.facebook.com/frannadp/videos/vb.1620194019/10211730591773195/?type=2&video_source=user_video_tab
677,Gerrie Heyns,Johan,Facebook,Spring,9/9/2016,afternoon,Namibia,,next to Botswana border,,,,,alive,grasses,curled,,yes,https://web.facebook.com/photo.php?fbid=10154559856391522&set=t.653691521&type=3
678,tristanlewis33,Tristan Lewis,Instagram,Winter,28/8/2019,daylight,Namibia,,Erindi Private Game Reserve,,,,,alive,ground surface,walking,,,https://www.instagram.com/p/B1t1vDhnxpM/
679,Okonjima Nature Reserve-home of AfriCat,Richard Zaayman,Facebook,Spring,16/9/2016,afternoon,Namibia,Omatako,Okonjima Nature Reserve,,,,,alive,ground surface,walking,female with pup,,https://www.facebook.com/OkonjimaNatureReserve/photos/a.1653333698235198/1812823285619571/?type=3&theater
680,Okonjima Nature Reserve-home of AfriCat,Richard Zaayman,Facebook,Spring,17/10/2018,afternoon,Namibia,Omatako,Okonjima Nature Reserve,,,,,alive,grasses,walking,female with pup,,https://www.facebook.com/OkonjimaNatureReserve/photos/a.1653333698235198/2239069712994924/?type=3&theater
681,Okonjima Nature Reserve-home of AfriCat,Richard Zaayman,Facebook,Spring,15/11/2018,afternoon,Namibia,Omatako,Okonjima Nature Reserve,,,,,alive,ground surface with dead branches,walking,,,https://www.facebook.com/OkonjimaNatureReserve/photos/a.1653333698235198/2245998678968694/?type=3&theater
682,Okonjima Nature Reserve-home of AfriCat,Richard Zaayman,Facebook,Summer,18/12/2018,afternoon,Namibia,Omatako,Okonjima Nature Reserve,,,,,alive,in a burrow,curled,female with pup,,https://www.facebook.com/OkonjimaNatureReserve/photos/a.1653333698235198/2261703547398207/?type=3&theater
683,Okonjima Nature Reserve-home of AfriCat,Richard Zaayman,Facebook,Summer,31/1/2019,afternoon,Namibia,Omatako,Okonjima Nature Reserve,,,,,alive,ground surface,walking,,,https://www.facebook.com/OkonjimaNatureReserve/photos/a.1653333698235198/2298349680400260/?type=3&theater
684,Okonjima Nature Reserve-home of AfriCat,Kelsey Prediger,Facebook,Summer,13/2/2019,evening,Namibia,Omatako,Okonjima Nature Reserve,,,,,alive,ground surface,walking,,,https://www.facebook.com/OkonjimaNatureReserve/photos/a.1653333698235198/2306810956220799/?type=3&theater
685,Okonjima Nature Reserve-home of AfriCat,Naun Amable,Facebook,Winter,26/7/2019,afternoon,Namibia,Omatako,Okonjima Nature Reserve,,,,,alive,ground surface,walking,,,https://www.facebook.com/OkonjimaNatureReserve/photos/a.1653333698235198/2416832898551937/?type=3&theater
686,richard_zaayman_,Richard Zaayman,Instagram,Autumn,9/3/2019,evening,Namibia,Omatako,Okonjima Nature Reserve,,,,,dead,ground surface,walking and touched by a leopard,,,https://www.instagram.com/p/BuyeqwpFeh-/
687,okonjima_lodge,Rohan Van Wyk,Instagram,Summer,20/2/2017,evening,Namibia,Omatako,Okonjima Nature Reserve,,,,,alive,grasses,walking,,,https://www.instagram.com/p/BQuWCmmhNgV/
688,roccot1968,Rocco Talia,Instagram,Summer,16/2/2019,daylight,Namibia,Omatako,Okonjima Nature Reserve,,,,,alive,ground surface,walking,,,https://www.instagram.com/p/Bt8hAl8AUcB/
689,kalahari and Kruger Wildlife Tours,Joy Hawksley,Instagram,Autumn,11/5/2019,daylight,Namibia,,Etosha National Park,,,,,alive,ground surface,walking,,,https://web.facebook.com/photo?fbid=2514345581934599&set=a.1736368936398938
690,danbroomephotography,Danny Broome,Instagram,Winter,5/8/2017,daylight,Namibia,,Etosha National Park,,,,,alive,road,walking,,,https://www.instagram.com/p/BXZKfQ9BK5x/?igshid=1gfu3wzmj6ibf
691,maryy_francess,Mary Frances,Instagram,Winter,28/6/2019,daylight,Namibia,,,,,,,alive,ground surface,walking,,,https://www.instagram.com/p/BzQjp70BTcH/
692,kalahari.game.lodge.namibia,,Instagram,Winter,23/6/2017,evening,Namibia,,Kalahari Game Lodge,,"situated next to the Kgalagadi Transfrontier Park on the south-eastern border of Namibia, on the C15,20 km from Mata Mata Border post",Kgalagadi Transfrontier Park,,alive,grasses,walking,,,https://www.instagram.com/p/BVrAWLMFo_1/
693,animalperson,Sebastian Hilpert,Instagram,Summer,14/12/2017,afternoon,Namibia,,Erindi Private Game Reserve,,located southeast of Omaruru.,,,alive,grasses,lying on the grasses,,yes,https://www.instagram.com/p/BcsGIx5n9-G/
694,carlfouriephotography,Carl Fourie,Instagram,Spring,30/9/2015,daylight,Namibia,,Erindi Private Game Reserve,,located southeast of Omaruru.,,,alive,ground surface,walking,,,https://www.instagram.com/p/8RFTomAVoT/
695,erindinamibia,GP Britz ,Instagram,Autumn,12/4/2016,evening,Namibia,,Erindi Private Game Reserve,,located southeast of Omaruru.,,,alive,rocky ground,walking,,yes,https://www.instagram.com/p/BEGz_33M-YA/
696,erindinamibia,R Cloete,Instagram,Winter,30/6/2016,afternoon,Namibia,,Erindi Private Game Reserve,,located southeast of Omaruru.,,,alive,ground surface,walking,,,https://www.instagram.com/p/BHRes_ADMki/
697,erindinamibia,GP Britz ,Instagram,Winter,24/7/2018,daylight,Namibia,,Erindi Private Game Reserve,,located southeast of Omaruru.,,,alive,dead bushes,peeking,,,https://www.instagram.com/p/BlnYsHQF-Ov/
698,erindinamibia,Donal James Boyd,Instagram,Summer,8/2/2018,daylight,Namibia,,Erindi Private Game Reserve,,located southeast of Omaruru.,,,alive,ground surface,paused,,,https://www.instagram.com/p/Be8BMJKlmNa/
699,erindinamibia,Donal James Boyd,Instagram,Winter,6/8/2018,evening,Namibia,,Erindi Private Game Reserve,,located southeast of Omaruru.,,,alive,ground surface,lying on the ground,,,https://www.instagram.com/p/BmI9Y5qFgzT/
700,erindinamibia,Kyle Mijlof,Instagram,Spring,26/10/2017,evening,Namibia,,Erindi Private Game Reserve,,located southeast of Omaruru.,,,alive,grasses,curled,,yes,https://www.instagram.com/p/BatOw_YlR-R/
701,mattbotterill2212,Matt Botterill,Instagram,Winter,13/7/2017,afternoon,Namibia,,Erindi Private Game Reserve,,located southeast of Omaruru.,,,alive,grasses,curled,,,https://www.instagram.com/p/BWe_ZW_lcKG/
702,mattbotterill2212,Matt Botterill,Instagram,Winter,10/8/2018,evening,Namibia,,Erindi Private Game Reserve,,located southeast of Omaruru.,,,alive,grasses,curled,,,https://www.instagram.com/p/BmSxB-_HOgU/
703,Pack Safari,Maja van Biljon,Facebook,Winter,29/7/2013,daylight,Namibia,,Etosha National Park,,,,,alive,grasses,lying on the ground,,,https://web.facebook.com/packsafari/photos/301183296693850
704,Mount Etjo Safari Lodge,,Facebook,Winter,7/6/2015,evening,Namibia,,Mount Etjo Safari Lodge,Okonjati Game Reserve,,,,alive,grasses,walking,,,https://web.facebook.com/Mount-Etjo-Safari-Lodge-125569410817274/photos/991539664220240
705,Mount Etjo Safari Lodge,,Facebook,Winter,7/7/2013,evening,Namibia,,Mount Etjo Safari Lodge,Okonjati Game Reserve,,,,alive,ground surface,walking,,,https://web.facebook.com/Mount-Etjo-Safari-Lodge-125569410817274/photos/594374720603405
706,Mount Etjo Safari Lodge,,Facebook,Winter,30/8/2011,afternoon,Namibia,,Mount Etjo Safari Lodge,Okonjati Game Reserve,,,,alive,grasses,paused,,yes,https://web.facebook.com/Mount-Etjo-Safari-Lodge-125569410817274/photos/250232845017596
707,maria.a.krog,,Instagram,Winter,16/7/2016,daylight,Namibia,,,,,,,alive,tree,feeding and scratching the bark of a grey camel thorn,,,https://www.instagram.com/p/BH75PXSAH8G/
708,Gorongosa National Park,Piotr Naskrecki,Facebook,Summer,31/1/2019,afternoon,Mozambique,,Gorongosa National Park,,"southern end of the Great African Rift Valley in the heart of central Mozambique,",,,alive,surface ground,walking,,,https://www.facebook.com/gorongosa/photos/a.278143258728/10157213256153729/?type=3&theater
709,Gorongosa National Park,,Facebook,Autumn,4/5/2019,afternoon,Mozambique,,Gorongosa National Park,,"southern end of the Great African Rift Valley in the heart of central Mozambique,",,,alive,river,drinking water,female with pup,,https://www.facebook.com/gorongosa/photos/a.278143258728/10157430115968729/?type=3&theater
710,Gorongosa National Park,,Facebook,Spring,26/10/2019,afternoon,Mozambique,,Gorongosa National Park,,"southern end of the Great African Rift Valley in the heart of central Mozambique,",,,alive,in a mud ,mud bathing,,,https://www.facebook.com/gorongosa/photos/a.278143258728/10157878021233729/?type=3&theater
711,Right side,,Facebook,Summer,31/1/2018,afternoon,Mozambique,,Gorongosa National Park,,"southern end of the Great African Rift Valley in the heart of central Mozambique,",,,alive,grasses,walking,,,https://www.facebook.com/RIGHTSIDE121/photos/a.2005899193018384/2034936223448014/?type=3&theater
